location,Basel
lat,47.75000
lon,7.50000
asl,363.653
variable,Wind Gust
unit,km/h
level,sfc
resolution,hourly
aggregation,None
timestamp,Basel Wind Gust
20220601T1700,26.64
20220601T1800,25.56
20220601T1900,23.4
20220601T2000,19.8
20220601T2100,8.28
20220601T2200,6.8399997
20220601T2300,6.4799995
20220602T0000,7.92
20220602T0100,9.0
20220602T0200,10.799999
20220602T0300,11.5199995
20220602T0400,12.959999
20220602T0500,12.959999
20220602T0600,12.959999
20220602T0700,12.24
20220602T0800,15.4800005
20220602T0900,18.0
20220602T1000,19.44
20220602T1100,19.44
20220602T1200,19.8
20220602T1300,18.359999
20220602T1400,20.16
20220602T1500,21.599998
20220602T1600,22.319998
20220602T1700,21.24
20220602T1800,20.519999
20220602T1900,20.519999
20220602T2000,19.44
20220602T2100,9.0
20220602T2200,9.0
20220602T2300,11.5199995
20220603T0000,11.5199995
20220603T0100,10.799999
20220603T0200,10.440001
20220603T0300,10.799999
20220603T0400,10.440001
20220603T0500,10.08
20220603T0600,10.08
20220603T0700,10.799999
20220603T0800,12.24
20220603T0900,21.96
20220603T1000,16.919998
20220603T1100,18.359999
20220603T1200,21.96
20220603T1300,23.759998
20220603T1400,23.039999
20220603T1500,24.84
20220603T1600,18.72
20220603T1700,16.56
20220603T1800,18.359999
20220603T1900,16.56
20220603T2000,15.4800005
20220603T2100,14.759999
20220603T2200,12.599999
20220603T2300,10.440001
20220604T0000,10.799999
20220604T0100,10.440001
20220604T0200,10.440001
20220604T0300,9.72
20220604T0400,9.72
20220604T0500,9.72
20220604T0600,8.28
20220604T0700,9.72
20220604T0800,12.599999
20220604T0900,12.959999
20220604T1000,14.04
20220604T1100,15.119999
20220604T1200,19.8
20220604T1300,27.359999
20220604T1400,28.44
20220604T1500,26.64
20220604T1600,21.599998
20220604T1700,18.0
20220604T1800,18.359999
20220604T1900,16.199999
20220604T2000,12.959999
20220604T2100,15.84
20220604T2200,12.599999
20220604T2300,13.32
20220605T0000,12.959999
20220605T0100,10.799999
20220605T0200,12.24
20220605T0300,12.959999
20220605T0400,11.879999
20220605T0500,13.32
20220605T0600,12.599999
20220605T0700,16.199999
20220605T0800,16.199999
20220605T0900,20.880001
20220605T1000,29.16
20220605T1100,31.68
20220605T1200,30.239998
20220605T1300,33.48
20220605T1400,46.8
20220605T1500,51.12
20220605T1600,52.56
20220605T1700,47.88
20220605T1800,42.48
20220605T1900,39.239998
20220605T2000,37.44
20220605T2100,30.239998
20220605T2200,15.84
20220605T2300,14.4
20220606T0000,14.4
20220606T0100,13.679999
20220606T0200,13.679999
20220606T0300,12.24
20220606T0400,11.879999
20220606T0500,11.879999
20220606T0600,11.879999
20220606T0700,10.799999
20220606T0800,12.959999
20220606T0900,16.919998
20220606T1000,18.0
20220606T1100,18.0
20220606T1200,18.72
20220606T1300,22.68
20220606T1400,27.0
20220606T1500,29.16
20220606T1600,29.519999
20220606T1700,30.239998
20220606T1800,30.960001
20220606T1900,27.359999
20220606T2000,23.039999
20220606T2100,33.48
20220606T2200,20.16
20220606T2300,11.5199995
20220607T0000,7.92
20220607T0100,9.72
20220607T0200,10.08
20220607T0300,10.08
20220607T0400,10.440001
20220607T0500,12.24
20220607T0600,13.679999
20220607T0700,15.84
20220607T0800,20.16
20220607T0900,22.319998
20220607T1000,23.039999
20220607T1100,30.239998
20220607T1200,30.239998
20220607T1300,29.16
20220607T1400,32.039997
20220607T1500,33.839996
20220607T1600,33.839996
20220607T1700,33.12
20220607T1800,27.359999
20220607T1900,25.919998
20220607T2000,23.4
20220607T2100,21.599998
20220607T2200,16.199999
20220607T2300,17.28
20220608T0000,16.919998
20220608T0100,15.84
20220608T0200,13.32
20220608T0300,12.959999
20220608T0400,12.599999
20220608T0500,12.24
20220608T0600,11.879999
20220608T0700,12.24
20220608T0800,13.679999
20220608T0900,18.359999
20220608T1000,23.4
20220608T1100,25.56
20220608T1200,25.919998
20220608T1300,30.960001
20220608T1400,39.96
20220608T1500,36.719997
20220608T1600,29.16
20220608T1700,32.399998
20220608T1800,35.28
20220608T1900,37.079998
20220608T2000,36.0
20220608T2100,36.0
20220608T2200,21.96
20220608T2300,21.599998
20220609T0000,27.359999
20220609T0100,28.8
20220609T0200,26.64
20220609T0300,28.44
20220609T0400,25.919998
20220609T0500,23.759998
20220609T0600,23.759998
20220609T0700,24.84
20220609T0800,26.28
20220609T0900,30.599998
20220609T1000,28.8
20220609T1100,33.839996
20220609T1200,34.92
20220609T1300,36.719997
20220609T1400,37.44
20220609T1500,37.44
20220609T1600,34.92
20220609T1700,33.48
20220609T1800,30.960001
20220609T1900,28.08
20220609T2000,23.039999
20220609T2100,14.759999
20220609T2200,8.64
20220609T2300,8.28
20220610T0000,10.08
20220610T0100,10.08
20220610T0200,9.36
20220610T0300,9.72
20220610T0400,9.72
20220610T0500,9.36
20220610T0600,9.0
20220610T0700,8.28
20220610T0800,10.08
20220610T0900,10.799999
20220610T1000,11.879999
20220610T1100,13.32
20220610T1200,14.759999
20220610T1300,15.84
20220610T1400,16.56
20220610T1500,16.56
20220610T1600,15.84
20220610T1700,15.119999
20220610T1800,14.04
20220610T1900,14.04
20220610T2000,13.32
20220610T2100,6.12
20220610T2200,7.2
20220610T2300,6.4799995
20220611T0000,8.28
20220611T0100,8.64
20220611T0200,8.64
20220611T0300,8.64
20220611T0400,8.28
20220611T0500,9.36
20220611T0600,9.72
20220611T0700,9.72
20220611T0800,11.879999
20220611T0900,10.799999
20220611T1000,12.599999
20220611T1100,14.4
20220611T1200,15.4800005
20220611T1300,15.4800005
20220611T1400,15.119999
20220611T1500,13.679999
20220611T1600,14.4
20220611T1700,14.4
20220611T1800,13.32
20220611T1900,11.5199995
20220611T2000,8.64
20220611T2100,9.72
20220611T2200,9.72
20220611T2300,7.92
20220612T0000,8.64
20220612T0100,9.0
20220612T0200,9.72
20220612T0300,10.440001
20220612T0400,10.799999
20220612T0500,10.799999
20220612T0600,10.799999
20220612T0700,10.799999
20220612T0800,11.879999
20220612T0900,11.5199995
20220612T1000,11.879999
20220612T1100,13.679999
20220612T1200,16.199999
20220612T1300,16.56
20220612T1400,15.4800005
20220612T1500,15.119999
20220612T1600,14.759999
20220612T1700,20.880001
20220612T1800,25.919998
20220612T1900,24.84
20220612T2000,22.319998
20220612T2100,21.96
20220612T2200,18.359999
20220612T2300,17.64
20220613T0000,11.879999
20220613T0100,12.24
20220613T0200,11.5199995
20220613T0300,11.879999
20220613T0400,10.799999
20220613T0500,19.08
20220613T0600,9.72
20220613T0700,12.599999
20220613T0800,14.4
20220613T0900,15.84
20220613T1000,23.039999
20220613T1100,24.84
20220613T1200,24.84
20220613T1300,24.48
20220613T1400,24.119999
20220613T1500,25.56
20220613T1600,25.919998
20220613T1700,25.919998
20220613T1800,24.84
20220613T1900,24.119999
20220613T2000,23.4
20220613T2100,20.880001
20220613T2200,17.28
20220613T2300,16.919998
20220614T0000,16.199999
20220614T0100,15.84
20220614T0200,15.119999
20220614T0300,13.32
20220614T0400,12.24
20220614T0500,11.879999
20220614T0600,11.5199995
20220614T0700,11.159999
20220614T0800,12.959999
20220614T0900,15.84
20220614T1000,18.359999
20220614T1100,20.519999
20220614T1200,22.319998
20220614T1300,22.68
20220614T1400,23.039999
20220614T1500,23.039999
20220614T1600,22.319998
20220614T1700,20.880001
20220614T1800,19.44
20220614T1900,17.28
20220614T2000,13.679999
20220614T2100,11.879999
20220614T2200,11.5199995
20220614T2300,10.440001
20220615T0000,9.72
20220615T0100,11.159999
20220615T0200,11.159999
20220615T0300,11.159999
20220615T0400,11.159999
20220615T0500,11.159999
20220615T0600,11.5199995
20220615T0700,12.24
20220615T0800,13.679999
20220615T0900,14.04
20220615T1000,12.599999
20220615T1100,12.959999
20220615T1200,14.4
20220615T1300,14.759999
20220615T1400,15.119999
20220615T1500,15.4800005
20220615T1600,14.759999
20220615T1700,12.959999
20220615T1800,11.879999
20220615T1900,11.879999
20220615T2000,10.08
20220615T2100,7.92
20220615T2200,6.8399997
20220615T2300,7.5599995
20220616T0000,10.08
20220616T0100,11.159999
20220616T0200,11.5199995
20220616T0300,11.5199995
20220616T0400,12.24
20220616T0500,11.879999
20220616T0600,12.959999
20220616T0700,14.04
20220616T0800,15.119999
20220616T0900,14.04
20220616T1000,18.359999
20220616T1100,21.24
20220616T1200,24.48
20220616T1300,29.519999
20220616T1400,29.88
20220616T1500,28.08
20220616T1600,26.28
20220616T1700,24.84
20220616T1800,22.319998
20220616T1900,19.8
20220616T2000,18.359999
20220616T2100,21.24
20220616T2200,17.64
20220616T2300,14.759999
20220617T0000,14.759999
20220617T0100,14.759999
20220617T0200,12.959999
20220617T0300,12.959999
20220617T0400,14.04
20220617T0500,14.04
20220617T0600,11.5199995
20220617T0700,9.0
20220617T0800,11.5199995
20220617T0900,11.5199995
20220617T1000,12.959999
20220617T1100,16.199999
20220617T1200,17.64
20220617T1300,18.359999
20220617T1400,18.0
20220617T1500,15.84
20220617T1600,17.28
20220617T1700,16.56
20220617T1800,16.919998
20220617T1900,16.919998
20220617T2000,15.119999
20220617T2100,8.64
20220617T2200,8.28
20220617T2300,6.8399997
20220618T0000,8.28
20220618T0100,9.36
20220618T0200,10.440001
20220618T0300,10.440001
20220618T0400,11.159999
20220618T0500,10.440001
20220618T0600,11.159999
20220618T0700,12.959999
20220618T0800,15.119999
20220618T0900,14.4
20220618T1000,16.56
20220618T1100,19.8
20220618T1200,24.119999
20220618T1300,27.0
20220618T1400,27.359999
20220618T1500,27.72
20220618T1600,28.44
20220618T1700,28.44
20220618T1800,28.8
20220618T1900,29.16
20220618T2000,27.0
20220618T2100,21.599998
20220618T2200,18.72
20220618T2300,19.08
20220619T0000,19.44
20220619T0100,19.44
20220619T0200,18.0
20220619T0300,17.28
20220619T0400,16.56
20220619T0500,16.919998
20220619T0600,17.28
20220619T0700,18.72
20220619T0800,20.16
20220619T0900,25.919998
20220619T1000,29.16
20220619T1100,30.599998
20220619T1200,35.64
20220619T1300,41.399998
20220619T1400,33.839996
20220619T1500,34.2
20220619T1600,32.039997
20220619T1700,31.68
20220619T1800,29.88
20220619T1900,32.760002
20220619T2000,29.88
20220619T2100,21.24
20220619T2200,14.04
20220619T2300,14.759999
20220620T0000,14.4
20220620T0100,13.32
20220620T0200,14.4
20220620T0300,16.919998
20220620T0400,23.4
20220620T0500,26.28
20220620T0600,29.16
20220620T0700,35.64
20220620T0800,38.88
20220620T0900,22.319998
20220620T1000,32.760002
20220620T1100,40.32
20220620T1200,41.399998
20220620T1300,42.839996
20220620T1400,42.839996
20220620T1500,42.12
20220620T1600,39.96
20220620T1700,39.239998
20220620T1800,39.96
20220620T1900,35.64
20220620T2000,29.519999
20220620T2100,32.039997
20220620T2200,25.919998
20220620T2300,23.4
20220621T0000,18.72
20220621T0100,14.759999
20220621T0200,14.759999
20220621T0300,14.04
20220621T0400,13.32
20220621T0500,12.959999
20220621T0600,12.24
20220621T0700,11.5199995
20220621T0800,15.119999
20220621T0900,18.0
20220621T1000,19.08
20220621T1100,19.8
20220621T1200,20.16
20220621T1300,19.8
20220621T1400,28.44
20220621T1500,24.48
20220621T1600,23.039999
20220621T1700,24.119999
20220621T1800,24.48
20220621T1900,27.72
20220621T2000,27.72
20220621T2100,12.959999
20220621T2200,11.159999
20220621T2300,10.799999
20220622T0000,10.08
20220622T0100,8.28
20220622T0200,7.2
20220622T0300,7.2
20220622T0400,7.5599995
20220622T0500,7.92
20220622T0600,8.64
20220622T0700,8.64
20220622T0800,18.0
20220622T0900,15.4800005
20220622T1000,14.4
20220622T1100,17.64
20220622T1200,24.84
20220622T1300,25.56
20220622T1400,26.64
20220622T1500,23.4
20220622T1600,25.919998
20220622T1700,28.08
20220622T1800,26.28
20220622T1900,23.039999
20220622T2000,14.4
20220622T2100,11.5199995
20220622T2200,8.64
20220622T2300,12.24
20220623T0000,13.679999
20220623T0100,15.84
20220623T0200,15.84
20220623T0300,14.4
20220623T0400,13.32
20220623T0500,11.5199995
20220623T0600,9.36
20220623T0700,10.08
20220623T0800,11.879999
20220623T0900,16.919998
20220623T1000,18.0
20220623T1100,19.44
20220623T1200,18.72
20220623T1300,17.64
20220623T1400,15.119999
20220623T1500,16.199999
20220623T1600,16.56
20220623T1700,16.919998
20220623T1800,16.199999
20220623T1900,15.119999
20220623T2000,18.72
20220623T2100,35.28
20220623T2200,30.599998
20220623T2300,24.119999
20220624T0000,14.04
20220624T0100,21.599998
20220624T0200,21.24
20220624T0300,22.319998
20220624T0400,23.4
20220624T0500,23.4
20220624T0600,20.880001
20220624T0700,18.0
20220624T0800,18.72
20220624T0900,25.919998
20220624T1000,23.759998
20220624T1100,21.599998
20220624T1200,27.359999
20220624T1300,29.519999
20220624T1400,30.599998
20220624T1500,29.16
20220624T1600,29.88
20220624T1700,32.760002
20220624T1800,34.92
20220624T1900,34.2
20220624T2000,27.0
20220624T2100,20.16
20220624T2200,16.199999
20220624T2300,14.4
20220625T0000,15.4800005
20220625T0100,13.679999
20220625T0200,12.599999
20220625T0300,11.879999
20220625T0400,11.879999
20220625T0500,11.159999
20220625T0600,10.799999
20220625T0700,11.159999
20220625T0800,12.24
20220625T0900,15.84
20220625T1000,18.0
20220625T1100,20.16
20220625T1200,20.519999
20220625T1300,20.880001
20220625T1400,21.24
20220625T1500,21.599998
20220625T1600,19.44
20220625T1700,16.919998
20220625T1800,14.4
20220625T1900,12.599999
20220625T2000,12.599999
20220625T2100,11.879999
20220625T2200,11.159999
20220625T2300,11.5199995
20220626T0000,10.799999
20220626T0100,12.24
20220626T0200,13.32
20220626T0300,11.159999
20220626T0400,9.72
20220626T0500,10.08
20220626T0600,9.72
20220626T0700,9.0
20220626T0800,9.36
20220626T0900,18.72
20220626T1000,19.44
20220626T1100,16.56
20220626T1200,16.56
20220626T1300,19.8
20220626T1400,21.24
20220626T1500,20.880001
20220626T1600,24.48
20220626T1700,26.28
20220626T1800,25.919998
20220626T1900,23.4
20220626T2000,23.4
20220626T2100,23.4
20220626T2200,25.199999
20220626T2300,26.64
20220627T0000,25.919998
20220627T0100,32.399998
20220627T0200,33.48
20220627T0300,23.039999
20220627T0400,21.599998
20220627T0500,15.84
20220627T0600,7.92
20220627T0700,7.92
20220627T0800,9.72
20220627T0900,20.519999
20220627T1000,28.08
20220627T1100,27.0
20220627T1200,15.119999
20220627T1300,27.359999
20220627T1400,30.239998
20220627T1500,30.599998
20220627T1600,27.0
20220627T1700,25.199999
20220627T1800,29.88
20220627T1900,30.239998
20220627T2000,25.56
20220627T2100,19.8
20220627T2200,16.199999
20220627T2300,11.879999
20220628T0000,10.799999
20220628T0100,11.159999
20220628T0200,10.799999
20220628T0300,9.0
20220628T0400,10.08
20220628T0500,10.799999
20220628T0600,12.24
20220628T0700,13.679999
20220628T0800,19.8
20220628T0900,23.759998
20220628T1000,27.0
20220628T1100,30.239998
20220628T1200,30.960001
20220628T1300,29.88
20220628T1400,30.239998
20220628T1500,30.599998
20220628T1600,28.8
20220628T1700,26.28
20220628T1800,23.039999
20220628T1900,19.8
20220628T2000,17.64
20220628T2100,28.44
20220628T2200,18.359999
20220628T2300,16.199999
20220629T0000,11.879999
20220629T0100,11.159999
20220629T0200,10.08
20220629T0300,7.92
20220629T0400,9.0
20220629T0500,8.28
20220629T0600,5.3999996
20220629T0700,6.4799995
20220629T0800,8.28
20220629T0900,12.24
20220629T1000,13.32
20220629T1100,15.84
20220629T1200,18.359999
20220629T1300,18.359999
20220629T1400,17.64
20220629T1500,17.64
20220629T1600,18.0
20220629T1700,16.199999
20220629T1800,14.759999
20220629T1900,12.24
20220629T2000,10.440001
20220629T2100,6.8399997
20220629T2200,7.5599995
20220629T2300,7.92
20220630T0000,7.5599995
20220630T0100,7.92
20220630T0200,9.36
20220630T0300,11.159999
20220630T0400,11.159999
20220630T0500,10.08
20220630T0600,9.0
20220630T0700,9.36
20220630T0800,12.24
20220630T0900,14.04
20220630T1000,16.56
20220630T1100,19.8
20220630T1200,20.16
20220630T1300,19.44
20220630T1400,19.44
20220630T1500,24.119999
20220630T1600,25.199999
20220630T1700,20.16
20220630T1800,20.16
20220630T1900,21.96
20220630T2000,25.56
20220630T2100,48.6
20220630T2200,45.0
20220630T2300,31.319998
20220701T0000,22.319998
20220701T0100,23.759998
20220701T0200,16.919998
20220701T0300,18.72
20220701T0400,19.8
20220701T0500,20.880001
20220701T0600,20.519999
20220701T0700,18.72
20220701T0800,18.0
20220701T0900,12.599999
20220701T1000,19.08
20220701T1100,24.48
20220701T1200,23.759998
20220701T1300,22.319998
20220701T1400,20.880001
20220701T1500,21.24
20220701T1600,20.519999
20220701T1700,19.8
20220701T1800,19.44
20220701T1900,17.64
20220701T2000,12.959999
20220701T2100,9.36
20220701T2200,10.799999
20220701T2300,10.08
20220702T0000,9.0
20220702T0100,8.28
20220702T0200,9.72
20220702T0300,10.799999
20220702T0400,11.159999
20220702T0500,11.159999
20220702T0600,11.879999
20220702T0700,12.24
20220702T0800,14.04
20220702T0900,16.199999
20220702T1000,19.08
20220702T1100,20.519999
20220702T1200,22.68
20220702T1300,22.68
20220702T1400,20.519999
20220702T1500,18.359999
20220702T1600,17.28
20220702T1700,14.759999
20220702T1800,11.879999
20220702T1900,10.08
20220702T2000,9.72
20220702T2100,8.28
20220702T2200,9.72
20220702T2300,12.599999
20220703T0000,12.599999
20220703T0100,12.599999
20220703T0200,12.599999
20220703T0300,12.599999
20220703T0400,12.599999
20220703T0500,12.599999
20220703T0600,12.24
20220703T0700,11.5199995
20220703T0800,13.32
20220703T0900,12.959999
20220703T1000,11.5199995
20220703T1100,13.679999
20220703T1200,15.84
20220703T1300,15.84
20220703T1400,15.4800005
20220703T1500,16.56
20220703T1600,16.919998
20220703T1700,16.919998
20220703T1800,17.28
20220703T1900,16.919998
20220703T2000,14.4
20220703T2100,15.119999
20220703T2200,14.4
20220703T2300,12.959999
20220704T0000,17.28
20220704T0100,20.519999
20220704T0200,20.16
20220704T0300,15.4800005
20220704T0400,12.959999
20220704T0500,11.879999
20220704T0600,11.159999
20220704T0700,10.08
20220704T0800,11.159999
20220704T0900,12.959999
20220704T1000,18.0
20220704T1100,19.8
20220704T1200,19.8
20220704T1300,17.28
20220704T1400,17.28
20220704T1500,17.28
20220704T1600,16.919998
20220704T1700,12.24
20220704T1800,12.599999
20220704T1900,12.599999
20220704T2000,10.799999
20220704T2100,7.92
20220704T2200,9.72
20220704T2300,13.32
20220705T0000,17.28
20220705T0100,19.8
20220705T0200,16.56
20220705T0300,11.5199995
20220705T0400,9.36
20220705T0500,8.64
20220705T0600,8.28
20220705T0700,7.92
20220705T0800,9.36
20220705T0900,11.5199995
20220705T1000,14.759999
20220705T1100,18.359999
20220705T1200,21.24
20220705T1300,22.68
20220705T1400,22.319998
20220705T1500,20.519999
20220705T1600,20.519999
20220705T1700,19.44
20220705T1800,17.28
20220705T1900,14.759999
20220705T2000,14.04
20220705T2100,16.56
20220705T2200,17.64
20220705T2300,18.359999
20220706T0000,17.64
20220706T0100,15.4800005
20220706T0200,14.759999
20220706T0300,12.959999
20220706T0400,11.879999
20220706T0500,11.159999
20220706T0600,11.879999
20220706T0700,14.04
20220706T0800,18.359999
20220706T0900,25.199999
20220706T1000,25.919998
20220706T1100,25.919998
20220706T1200,26.64
20220706T1300,27.359999
20220706T1400,27.359999
20220706T1500,26.28
20220706T1600,25.199999
20220706T1700,27.359999
20220706T1800,30.239998
20220706T1900,30.599998
20220706T2000,28.8
20220706T2100,34.92
20220706T2200,26.64
20220706T2300,18.72
20220707T0000,13.32
20220707T0100,10.440001
20220707T0200,11.879999
20220707T0300,10.440001
20220707T0400,6.4799995
20220707T0500,6.4799995
20220707T0600,7.92
20220707T0700,8.28
20220707T0800,11.159999
20220707T0900,15.119999
20220707T1000,20.16
20220707T1100,26.64
20220707T1200,32.039997
20220707T1300,33.839996
20220707T1400,34.56
20220707T1500,33.839996
20220707T1600,35.64
20220707T1700,36.36
20220707T1800,35.64
20220707T1900,31.68
20220707T2000,28.44
20220707T2100,29.88
20220707T2200,21.96
20220707T2300,16.199999
20220708T0000,15.4800005
20220708T0100,17.28
20220708T0200,17.64
20220708T0300,17.64
20220708T0400,16.919998
20220708T0500,17.64
20220708T0600,19.8
20220708T0700,20.880001
20220708T0800,24.48
20220708T0900,23.039999
20220708T1000,23.4
20220708T1100,23.759998
20220708T1200,24.48
20220708T1300,25.56
20220708T1400,27.359999
20220708T1500,28.44
20220708T1600,28.8
20220708T1700,28.8
20220708T1800,28.44
20220708T1900,28.08
20220708T2000,27.0
20220708T2100,24.84
20220708T2200,23.039999
20220708T2300,21.599998
20220709T0000,17.28
20220709T0100,15.4800005
20220709T0200,13.679999
20220709T0300,12.959999
20220709T0400,12.959999
20220709T0500,12.959999
20220709T0600,12.599999
20220709T0700,12.599999
20220709T0800,12.599999
20220709T0900,12.959999
20220709T1000,15.84
20220709T1100,17.64
20220709T1200,19.08
20220709T1300,19.8
20220709T1400,20.519999
20220709T1500,21.24
20220709T1600,23.039999
20220709T1700,23.4
20220709T1800,22.68
20220709T1900,20.880001
20220709T2000,21.599998
20220709T2100,18.72
20220709T2200,14.759999
20220709T2300,12.24
20220710T0000,12.24
20220710T0100,13.32
20220710T0200,16.919998
20220710T0300,19.8
20220710T0400,19.44
20220710T0500,17.28
20220710T0600,15.4800005
20220710T0700,18.0
20220710T0800,26.28
20220710T0900,26.64
20220710T1000,26.28
20220710T1100,28.44
20220710T1200,29.88
20220710T1300,29.88
20220710T1400,30.239998
20220710T1500,32.399998
20220710T1600,35.28
20220710T1700,37.079998
20220710T1800,36.719997
20220710T1900,34.56
20220710T2000,32.399998
20220710T2100,31.319998
20220710T2200,25.56
20220710T2300,24.84
20220711T0000,23.039999
20220711T0100,18.359999
20220711T0200,16.56
20220711T0300,15.84
20220711T0400,15.4800005
20220711T0500,15.4800005
20220711T0600,15.4800005
20220711T0700,15.84
20220711T0800,19.08
20220711T0900,21.96
20220711T1000,24.84
20220711T1100,27.0
20220711T1200,28.8
20220711T1300,31.68
20220711T1400,33.12
20220711T1500,32.760002
20220711T1600,31.68
20220711T1700,30.960001
20220711T1800,31.319998
20220711T1900,34.2
20220711T2000,34.56
20220711T2100,31.319998
20220711T2200,25.919998
20220711T2300,20.880001
20220712T0000,16.56
20220712T0100,15.4800005
20220712T0200,14.759999
20220712T0300,13.679999
20220712T0400,13.32
20220712T0500,12.959999
20220712T0600,12.24
20220712T0700,11.879999
20220712T0800,13.679999
20220712T0900,16.919998
20220712T1000,21.24
20220712T1100,23.4
20220712T1200,24.48
20220712T1300,25.199999
20220712T1400,25.56
20220712T1500,25.199999
20220712T1600,25.56
20220712T1700,26.64
20220712T1800,26.64
20220712T1900,25.919998
20220712T2000,24.84
20220712T2100,22.319998
20220712T2200,17.28
20220712T2300,14.4
20220713T0000,14.4
20220713T0100,12.24
20220713T0200,13.32
20220713T0300,13.32
20220713T0400,12.599999
20220713T0500,12.24
20220713T0600,11.879999
20220713T0700,11.159999
20220713T0800,10.799999
20220713T0900,12.599999
20220713T1000,14.759999
20220713T1100,15.84
20220713T1200,16.919998
20220713T1300,16.56
20220713T1400,15.84
20220713T1500,16.199999
20220713T1600,17.28
20220713T1700,17.28
20220713T1800,16.199999
20220713T1900,13.679999
20220713T2000,9.0
20220713T2100,11.159999
20220713T2200,11.879999
20220713T2300,12.24
20220714T0000,12.24
20220714T0100,9.36
20220714T0200,7.92
20220714T0300,9.0
20220714T0400,10.440001
20220714T0500,11.159999
20220714T0600,11.879999
20220714T0700,13.32
20220714T0800,16.199999
20220714T0900,15.84
20220714T1000,18.0
20220714T1100,24.119999
20220714T1200,28.8
20220714T1300,33.48
20220714T1400,36.36
20220714T1500,37.8
20220714T1600,38.519997
20220714T1700,39.96
20220714T1800,41.399998
20220714T1900,40.68
20220714T2000,36.719997
20220714T2100,30.960001
20220714T2200,27.359999
20220714T2300,24.48
20220715T0000,21.96
20220715T0100,22.319998
20220715T0200,23.039999
20220715T0300,21.24
20220715T0400,18.0
20220715T0500,16.199999
20220715T0600,14.759999
20220715T0700,14.4
20220715T0800,19.08
20220715T0900,20.16
20220715T1000,22.68
20220715T1100,25.199999
20220715T1200,25.56
20220715T1300,25.56
20220715T1400,25.56
20220715T1500,25.919998
20220715T1600,26.28
20220715T1700,25.919998
20220715T1800,26.28
20220715T1900,26.64
20220715T2000,28.08
20220715T2100,26.64
20220715T2200,20.880001
20220715T2300,16.56
20220716T0000,14.759999
20220716T0100,13.679999
20220716T0200,12.599999
20220716T0300,11.5199995
20220716T0400,11.159999
20220716T0500,11.879999
20220716T0600,13.32
20220716T0700,14.759999
20220716T0800,19.08
20220716T0900,19.44
20220716T1000,24.48
20220716T1100,27.359999
20220716T1200,27.72
20220716T1300,27.72
20220716T1400,29.16
20220716T1500,31.68
20220716T1600,33.48
20220716T1700,33.839996
20220716T1800,33.48
20220716T1900,32.039997
20220716T2000,30.599998
20220716T2100,30.960001
20220716T2200,26.28
20220716T2300,20.519999
20220717T0000,16.56
20220717T0100,16.919998
20220717T0200,16.919998
20220717T0300,16.56
20220717T0400,15.84
20220717T0500,15.84
20220717T0600,15.119999
20220717T0700,14.4
20220717T0800,17.28
20220717T0900,21.24
20220717T1000,24.119999
20220717T1100,28.8
20220717T1200,31.68
20220717T1300,31.319998
20220717T1400,28.8
20220717T1500,28.44
20220717T1600,30.960001
20220717T1700,31.68
20220717T1800,31.319998
20220717T1900,30.239998
20220717T2000,28.08
20220717T2100,26.28
20220717T2200,21.24
20220717T2300,17.28
20220718T0000,14.759999
20220718T0100,13.679999
20220718T0200,12.959999
20220718T0300,12.599999
20220718T0400,12.599999
20220718T0500,11.879999
20220718T0600,11.879999
20220718T0700,11.159999
20220718T0800,12.959999
20220718T0900,13.679999
20220718T1000,15.4800005
20220718T1100,16.919998
20220718T1200,18.359999
20220718T1300,19.44
20220718T1400,19.08
20220718T1500,19.08
20220718T1600,21.24
20220718T1700,23.039999
20220718T1800,24.48
20220718T1900,24.84
20220718T2000,24.48
20220718T2100,20.519999
20220718T2200,17.64
20220718T2300,15.119999
20220719T0000,13.679999
20220719T0100,13.679999
20220719T0200,13.679999
20220719T0300,13.679999
20220719T0400,13.32
20220719T0500,12.959999
20220719T0600,12.24
20220719T0700,12.599999
20220719T0800,14.04
20220719T0900,14.4
20220719T1000,17.64
20220719T1100,20.880001
20220719T1200,22.68
20220719T1300,23.4
20220719T1400,23.039999
20220719T1500,21.96
20220719T1600,20.880001
20220719T1700,19.08
20220719T1800,16.56
20220719T1900,14.4
20220719T2000,12.959999
20220719T2100,7.92
20220719T2200,10.799999
20220719T2300,11.5199995
20220720T0000,11.159999
20220720T0100,12.599999
20220720T0200,16.919998
20220720T0300,18.359999
20220720T0400,15.84
20220720T0500,13.679999
20220720T0600,13.679999
20220720T0700,14.759999
20220720T0800,18.0
20220720T0900,28.44
20220720T1000,31.319998
20220720T1100,24.48
20220720T1200,23.759998
20220720T1300,25.199999
20220720T1400,23.039999
20220720T1500,24.84
20220720T1600,24.48
20220720T1700,23.4
20220720T1800,19.08
20220720T1900,25.56
20220720T2000,31.68
20220720T2100,24.48
20220720T2200,19.8
20220720T2300,18.72
20220721T0000,17.64
20220721T0100,12.599999
20220721T0200,11.879999
20220721T0300,11.5199995
20220721T0400,11.5199995
20220721T0500,11.879999
20220721T0600,12.24
20220721T0700,13.32
20220721T0800,13.679999
20220721T0900,15.84
20220721T1000,19.08
20220721T1100,20.880001
20220721T1200,20.880001
20220721T1300,20.519999
20220721T1400,21.24
20220721T1500,21.96
20220721T1600,21.96
20220721T1700,20.880001
20220721T1800,19.44
20220721T1900,18.0
20220721T2000,15.4800005
20220721T2100,21.24
20220721T2200,19.08
20220721T2300,14.759999
